year,actual,predicted
2011,529.38207600,527.70157709
2012,522.36254950,521.12253844
2013,512.64693770,514.47034337
2014,504.77814640,507.74778744
2015,504.33459620,500.95755940
2016,504.50113750,494.10224522
2017,500.41975860,487.18433208
2018,499.43593420,480.20621210
2019,495.18480130,473.17018600
2020,489.46659480,466.07846657
2021,487.31118070,458.93318204
