year,actual,predicted
2011,990.05119930,996.87414896
2012,975.82826970,990.31163041
2013,963.82772920,983.61941960
2014,953.34901570,976.80200207
2015,943.40486050,969.86370825
2016,938.80004250,962.80871878
2017,930.59928180,955.64106972
2018,926.48362360,948.36465753
2019,922.89758460,940.98324389
2020,916.78105820,933.50046041
2021,915.08201340,925.91981308
