year,actual,predicted
2011,51.60339874,51.86969268
2012,50.41326412,51.16218040
2013,49.97933087,50.58720266
2014,50.00368824,50.07119471
2015,49.63443075,49.55705171
2016,49.59825016,49.00584277
2017,49.53471589,48.39573886
2018,49.21283892,47.71918430
2019,48.67543623,46.97922558
2020,48.09012809,46.18572014
2021,47.91368998,45.35192987
