year,actual,predicted
2011,9.84303040,9.93065010
2012,9.73245380,9.85736557
2013,9.71748328,9.78354089
2014,9.61931121,9.70926204
2015,9.52396585,9.63460129
2016,9.57952397,9.55961944
2017,9.60770778,9.48436758
2018,9.53039101,9.40888870
2019,9.49808411,9.33321893
2020,9.37364602,9.25738864
2021,9.34597772,9.18142340
