year,actual,predicted
2011,4.30458989,4.33188853
2012,4.20203622,4.28103807
2013,4.16125280,4.23037659
2014,4.19081899,4.17987561
2015,4.15820401,4.12951094
2016,4.06270133,4.07926204
2017,4.01853570,4.02911146
2018,3.96248235,3.97904438
2019,3.90141598,3.92904823
2020,3.75643939,3.87911230
2021,3.66518986,3.82922753
