year,actual,predicted
2011,2011.76366900,1990.68307007
2012,2022.85028000,1985.59280755
2013,2049.22639400,1980.52676507
2014,2078.55137900,1975.33553992
2015,2092.32644700,1969.96247609
2016,2100.50408000,1964.39299280
2017,2088.37155600,1958.63102563
2018,2080.36782500,1952.68812682
2019,2079.30364300,1946.57847133
2020,2059.53075200,1940.31661322
2021,2049.01059500,1933.91651887
