year,actual,predicted
2011,734.57383030,738.92492387
2012,725.63675650,734.55562626
2013,716.16578010,730.73845298
2014,707.52874690,727.05741711
2015,702.03846420,723.25803250
2016,700.46569460,719.20314626
2017,695.83588420,714.83646273
2018,692.40684690,710.15389401
2019,688.23199110,705.18209637
2020,686.24202370,699.96315945
2021,688.45792840,694.54428163
