year,actual,predicted
2011,1678.80276200,1685.24046806
2012,1663.89416800,1686.30557455
2013,1659.36247000,1687.26747849
2014,1662.00981900,1688.13529574
2015,1670.44417700,1688.91733693
2016,1684.74971600,1689.62117862
2017,1668.13167800,1690.25372815
2018,1654.25045000,1690.82128270
2019,1651.41492500,1691.32958328
2020,1630.34350200,1691.78386374
2021,1612.12514500,1692.18889568
