year,actual,predicted
2011,153.77849870,154.44939845
2012,151.22331060,151.95599558
2013,149.04541520,149.44965802
2014,148.39719980,146.93143838
2015,147.99129070,144.40230357
2016,146.70004930,141.86314185
2017,144.81053360,139.31476917
2018,143.63438170,136.75793511
2019,142.07695750,134.19332823
2020,140.30589630,131.62158105
2021,139.55724380,129.04327464
