year,actual,predicted
2011,27.98411917,28.31719973
2012,27.49807543,27.73625200
2013,27.40452064,27.14582612
2014,27.39942799,26.54599955
2015,27.26163848,25.93684913
2016,27.32387810,25.31845108
2017,27.41791824,24.69088099
2018,27.26371781,24.05421383
2019,27.12231786,23.40852397
2020,26.77906040,22.75388514
2021,26.77150772,22.09037051
