year,actual,predicted
2011,375.73918760,372.92041198
2012,372.02387760,367.86837726
2013,366.63021180,362.81872679
2014,360.01461680,357.77121130
2015,357.89849880,352.72560757
2016,355.41631370,347.68171574
2017,350.76152730,342.63935684
2018,348.40807200,337.59837060
2019,344.75159560,332.55861352
2020,337.28943040,327.51995708
2021,333.10633540,322.48228623
