year,actual,predicted
2011,5.44678822,5.42813916
2012,5.34026133,5.37727443
2013,5.29692879,5.32534249
2014,5.29426167,5.27015796
2015,5.22723505,5.21143140
2016,5.17118954,5.14970199
2017,5.16147646,5.08574745
2018,5.10497023,5.02029867
2019,5.06479700,4.95393171
2020,5.03360690,4.88705243
2021,4.99458639,4.81992181
