year,actual,predicted
2011,4.59737630,4.50166131
2012,4.59769729,4.40186128
2013,4.54379159,4.30908682
2014,4.41958087,4.21929186
2015,4.38046206,4.13049443
2016,4.32365485,4.04177488
2017,4.22022501,3.95274923
2018,4.07820599,3.86329467
2019,3.97198287,3.77340868
2020,3.73579849,3.68313808
2021,3.60462699,3.59254465
