year,actual,predicted
2011,6.98877664,7.02614887
2012,6.87392004,6.96851747
2013,6.83292091,6.91077086
2014,6.79835292,6.85291607
2015,6.75268932,6.79495974
2016,6.77421761,6.73690806
2017,6.77017446,6.67876687
2018,6.73289080,6.62054165
2019,6.70619675,6.56223753
2020,6.63478853,6.50385934
2021,6.62593576,6.44541162
