year,value
2022-01-01,78.22923540
2023-01-01,77.08521025
2024-01-01,76.44509991
2025-01-01,75.25600565
2026-01-01,73.60536884
2027-01-01,72.46134369
2028-01-01,71.82123335
2029-01-01,70.63213909
2030-01-01,68.98150227
2031-01-01,67.83747712
2032-01-01,67.19736678
2033-01-01,66.00827253
2034-01-01,64.35763571
2035-01-01,63.21361056
2036-01-01,62.57350022
2037-01-01,61.38440597
2038-01-01,59.73376915
2039-01-01,58.58974400
2040-01-01,57.94963366
2041-01-01,56.76053941
2042-01-01,55.10990259
2043-01-01,53.96587744
2044-01-01,53.32576710
2045-01-01,52.13667284
2046-01-01,50.48603603
2047-01-01,49.34201088
2048-01-01,48.70190054
2049-01-01,47.51280628
2050-01-01,45.86216946
