year,value
2022-01-01,47.82416770
2023-01-01,47.57000811
2024-01-01,47.29218188
2025-01-01,46.97544050
2026-01-01,46.74278681
2027-01-01,46.48862722
2028-01-01,46.21080099
2029-01-01,45.89405961
2030-01-01,45.66140592
2031-01-01,45.40724633
2032-01-01,45.12942010
2033-01-01,44.81267872
2034-01-01,44.58002503
2035-01-01,44.32586544
2036-01-01,44.04803921
2037-01-01,43.73129783
2038-01-01,43.49864414
2039-01-01,43.24448455
2040-01-01,42.96665832
2041-01-01,42.64991694
2042-01-01,42.41726325
2043-01-01,42.16310366
2044-01-01,41.88527743
2045-01-01,41.56853605
2046-01-01,41.33588236
2047-01-01,41.08172277
2048-01-01,40.80389654
2049-01-01,40.48715516
2050-01-01,40.25450147
