year,predicted
2022,3.51531502
2023,3.42564485
2024,3.33564242
2025,3.24533179
2026,3.15473530
2027,3.06387364
2028,2.97276603
2029,2.88143027
2030,2.78988290
2031,2.69813924
2032,2.60621351
2033,2.51411890
2034,2.42186764
2035,2.32947108
2036,2.23693974
2037,2.14428338
2038,2.05151107
2039,1.95863119
2040,1.86565155
2041,1.77257936
2042,1.67942133
2043,1.58618368
2044,1.49287217
2045,1.39949216
2046,1.30604861
2047,1.21254612
2048,1.11898895
2049,1.02538108
2050,0.93172616
