year,value
2022,1184.7905
2023,1172.8391
2024,1160.8269
2025,1148.8564
2026,1137.0854
2027,1125.6062
2028,1114.5302
2029,1103.8943
2030,1093.7374
2031,1084.105
2032,1074.9937
2033,1066.4137
2034,1058.3522
2035,1050.7922
2036,1043.714
2037,1037.0955
2038,1030.9148
2039,1025.1495
2040,1019.7785
2041,1014.78033
2042,1010.1345
2043,1005.8209
2044,1001.82007
2045,998.1131
2046,994.6818
2047,991.50854
2048,988.5766
2049,985.86993
2050,983.37305
