year,predicted
2022,333.86044
2023,330.1507
2024,326.7116
2025,323.3822
2026,320.17905
2027,316.9588
2028,313.31873
2029,310.11407
2030,307.11005
2031,304.14145
2032,301.29898
2033,298.2029
2034,295.17395
2035,292.18832
2036,289.20828
2037,286.28473
2038,283.41235
2039,280.5921
2040,277.81546
2041,275.02963
2042,272.27032
2043,269.5232
2044,266.80988
2045,264.12814
2046,261.47845
2047,258.85892
2048,256.2692
2049,253.7009
2050,251.15746
