year,predicted
2022,14.932118
2023,14.926716
2024,14.842916
2025,14.790637
2026,14.606621
2027,14.526466
2028,14.386165
2029,14.288607
2030,14.072543
2031,13.942494
2032,13.81899
2033,13.70811
2034,13.574348
2035,13.446246
2036,13.326077
2037,13.204228
2038,13.074652
2039,12.946888
2040,12.8293705
2041,12.713473
2042,12.595883
2043,12.477141
2044,12.362203
2045,12.24887
2046,12.135133
2047,12.021753
2048,11.911005
2049,11.802303
2050,11.694024
