year,predicted
2022,25.726051
2023,25.646679
2024,25.462013
2025,25.2944
2026,25.017414
2027,24.846209
2028,24.548552
2029,24.333107
2030,24.01446
2031,23.783113
2032,23.512768
2033,23.304142
2034,23.071295
2035,22.846336
2036,22.61055
2037,22.384686
2038,22.15144
2039,21.927095
2040,21.701975
2041,21.485456
2042,21.268982
2043,21.05669
2044,20.844194
2045,20.63439
2046,20.425972
2047,20.220383
2048,20.016668
2049,19.815802
2050,19.616962
