year,predicted
2022,3.8222725
2023,3.7771757
2024,3.7190142
2025,3.6878943
2026,3.647545
2027,3.607165
2028,3.5514348
2029,3.5111759
2030,3.5006957
2031,3.4728956
2032,3.434901
2033,3.4016094
2034,3.3682563
2035,3.3359368
2036,3.2999835
2037,3.2649906
2038,3.2377155
2039,3.209721
2040,3.1793375
2041,3.1489468
2042,3.1191065
2043,3.089965
2044,3.0604732
2045,3.0307956
2046,3.0029402
2047,2.9758282
2048,2.9485526
2049,2.921273
2050,2.8943279
