year,predicted
2022,915.5705
2023,908.96783
2024,903.663
2025,898.8046
2026,894.43005
2027,889.9247
2028,885.9142
2029,882.0527
2030,878.4894
2031,874.5993
2032,870.45465
2033,866.01556
2034,861.8551
2035,857.7506
2036,853.7205
2037,849.74524
2038,845.87665
2039,842.0115
2040,838.1133
2041,834.1551
2042,830.2092
2043,826.2851
2044,822.4095
2045,818.5596
2046,814.7447
2047,810.9551
2048,807.18146
2049,803.41046
2050,799.6467
