year,predicted
2022,1669.765
2023,1667.1761
2024,1664.7085
2025,1669.221
2026,1667.6954
2027,1666.0182
2028,1665.2539
2029,1669.6707
2030,1667.8936
2031,1672.7452
2032,1673.4664
2033,1673.433
2034,1674.5278
2035,1675.208
2036,1675.9418
2037,1676.755
2038,1678.015
2039,1678.7904
2040,1679.8904
2041,1680.7262
2042,1681.5162
2043,1682.4507
2044,1683.319
2045,1684.2128
2046,1685.1261
2047,1686.054
2048,1686.9467
2049,1687.8638
2050,1688.7528
