year,predicted
2022,78.895676
2023,77.83951
2024,76.79994
2025,75.91498
2026,74.919106
2027,74.051704
2028,73.047966
2029,72.19931
2030,71.2383
2031,70.36096
2032,69.41665
2033,68.560455
2034,67.67948
2035,66.84573
2036,65.98469
2037,65.16356
2038,64.32652
2039,63.523266
2040,62.711136
2041,61.924446
2042,61.13597
2043,60.369656
2044,59.604107
2045,58.855686
2046,58.11012
2047,57.379833
2048,56.65438
2049,55.942406
2050,55.236282
