year,predicted
2022,5.4560165
2023,5.340913
2024,5.2004194
2025,5.1192465
2026,5.0075793
2027,4.921497
2028,4.791142
2029,4.6752324
2030,4.595881
2031,4.5350175
2032,4.4349337
2033,4.3451447
2034,4.260539
2035,4.1812897
2036,4.098897
2037,4.014927
2038,3.934766
2039,3.8639247
2040,3.7920532
2041,3.7186751
2042,3.6469357
2043,3.5784943
2044,3.5116158
2045,3.4454033
2046,3.3799844
2047,3.3170726
2048,3.256245
2049,3.196337
2050,3.137261
