year,predicted_value
2022,46.84851522328245
2023,46.262198818570596
2024,45.683220254230946
2025,45.11148769606007
2026,44.546910459169794
2027,43.989398993609484
2028,43.43886487015925
2029,42.8952207663051
2030,42.358380452388246
2031,41.82825877792493
2032,41.30477165810589
2033,40.78783606045408
2034,40.277369991657906
2035,39.77329248456499
2036,39.27552358533785
2037,38.78398434077508
2038,38.29859678578623
2039,37.819283931024984
2040,37.34596975068189
2041,36.87857917041765
2042,36.41703805546422
2043,35.96127319885727
2044,35.511212309834264
2045,35.06678400235796
2046,34.62791778380006
2047,34.19454404375938
2048,33.76659404301836
2049,33.343999902642736
2050,32.92669459321087
