year,predicted_value
2022,3.80589213357797
2023,3.764555832316603
2024,3.7236684901275225
2025,3.683225230806613
2026,3.643221231110658
2027,3.6036517201824267
2028,3.5645119789815
2029,3.5257973397217484
2030,3.4875031853140968
2031,3.449624948816961
2032,3.4121581128903244
2033,3.3750982092578283
2034,3.3384408181735807
2035,3.3021815678953317
2036,3.2663161341625937
2037,3.2308402396815836
2038,3.195749653614598
2039,3.1610401910755854
2040,3.1267077126311165
2041,3.092748123806871
2042,3.05915737459884
2043,3.025931458991124
2044,2.993066414477198
2045,2.960558321587996
2046,2.928403303424602
2047,2.8965975251952045
2048,2.865137193758528
2049,2.834018557170907
2050,2.8032379042390403
