year,actual_value,predicted_value
2011,27.98411917,29.266087664220336
2012,27.49807543,30.530080460739413
2013,27.40452064,32.30482245567406
2014,27.39942799,33.895101711047914
2015,27.26163848,34.92700498015668
2016,27.3238781,35.436238705547424
2017,27.41791824,35.6321903707876
2018,27.26371781,35.69185129691991
2019,27.12231786,35.706358936117894
2020,26.7790604,35.709194300764736
2021,26.77150772,35.70964165628502
