year,actual_value,predicted_value
2011,1305.838253,1312.4421986482207
2012,1287.898231,1313.4413460981602
2013,1275.692501,1316.9967505660397
2014,1271.001437,1321.365406206398
2015,1258.013736,1324.665887423431
2016,1250.74837,1326.4322475866302
2017,1232.227022,1327.1430080874516
2018,1223.331,1327.3647829929123
2019,1217.569134,1327.4194120533698
2020,1204.766961,1327.4301544061314
2021,1196.934369,1327.4318530463595
