year,actual_value,predicted_value
2011,4.597376299,4.902049627834304
2012,4.597697294,5.1886138206359185
2013,4.543791594,5.477357160923331
2014,4.419580873,5.692356090963732
2015,4.380462063,5.815943907979262
2016,4.323654849,5.871945328851272
2017,4.220225013,5.892185706682535
2018,4.078205987,5.898063599388236
2019,3.971982869,5.899441854530115
2020,3.735798491,5.899703684372341
2021,3.604626986,5.89974408160471
