year,actual_value,predicted_value
2011,4.30458989,4.6109993715862885
2012,4.202036225,4.774022853141248
2013,4.161252799,4.926333314656699
2014,4.190818991,5.035835294707708
2015,4.158204012,5.097697531235449
2016,4.062701333,5.125481549436305
2017,4.018535701,5.13547702502278
2018,3.962482354,5.1383726536729855
2019,3.901415985,5.1390507369725285
2020,3.75643939,5.139179463320324
2021,3.665189862,5.139199316731633
