year,actual_value,predicted_value
2011,153.7784987,158.2232613792565
2012,151.2233106,165.88714875807693
2013,149.0454152,176.7844578582656
2014,148.3971998,186.43846954474606
2015,147.9912907,192.5895600316639
2016,146.7000493,195.56386970910165
2017,144.8105336,196.68525482018978
2018,143.6343817,197.0201310485514
2019,142.0769575,197.1001286323147
2020,140.3058963,197.1155166375068
2021,139.5572438,197.1179107927002
