year,actual_value,predicted_value
2011,375.7391876,383.08843334220103
2012,372.0238776,394.6132207174894
2013,366.6302118,409.7878441768614
2014,360.0146168,423.22111424359554
2015,357.8984988,431.90867457311043
2016,355.4163137,436.1860387081336
2017,350.7615273,437.8275530449513
2018,348.408072,438.3258029701069
2019,344.7515956,438.4465679446682
2020,337.2894304,438.4700945575135
2021,333.1063354,438.4737953311135
