year,actual_value,predicted_value
2011,92.03220792,93.48496385697953
2012,91.07988224,96.19250704380323
2013,89.65162716,101.14418211300374
2014,87.23707542,106.32344920135142
2015,85.73700863,110.03466527495317
2016,85.05741955,111.99363972751222
2017,83.63072322,112.78411481911735
2018,82.57594681,113.03323660555033
2019,82.05272584,113.09538753897544
2020,80.96658903,113.10777195712063
2021,80.46943952,113.10975519959305
