year,actual_value,predicted_value
2011,6.988776645,7.306928600914824
2012,6.87392004,7.49940150606117
2013,6.832920908,7.696866374876778
2014,6.798352921,7.845727711366609
2015,6.75268932,7.931949894122302
2016,6.774217607,7.971194838251877
2017,6.770174461,7.985415554508935
2018,6.732890801,7.9895513617452805
2019,6.706196747,7.990521931346257
2020,6.634788525,7.9907063976614054
2021,6.625935759,7.9907348659665836
