year,actual_value,predicted_value
2011,16.22195651,16.939399876581128
2012,15.85708644,17.47589219021434
2013,15.77334045,18.174212883770824
2014,15.72680759,18.799709727649688
2015,15.60480908,19.21062714661826
2016,15.66375516,19.41606338253319
2017,15.71645957,19.495998853826705
2018,15.71897753,19.520556350104634
2019,15.74151665,19.526570676291378
2020,15.66559239,19.52775274605262
2021,15.71478204,19.52794008044849
