year,actual_value,predicted_value
2011,990.0511993,1014.9008040462744
2012,975.8282697,1026.2722056548835
2013,963.8277292,1042.1035115734628
2014,953.3490157,1056.3443277743797
2015,943.4048605,1065.5736374070855
2016,938.8000425,1070.101767312233
2017,930.5992818,1071.8295764554573
2018,926.4836236,1072.3506889287262
2019,922.8975846,1072.4762090490879
2020,916.7810582,1072.5005215032227
2021,915.0820134,1072.5043262889658
