year,actual_value,predicted_value
2011,5.446788225,5.720851046691311
2012,5.340261332,5.951015130845246
2013,5.296928788,6.190993716269824
2014,5.294261666,6.372838338711726
2015,5.227235048,6.478358342684852
2016,5.17118954,6.526420139338694
2017,5.161476465,6.543840376881836
2018,5.104970232,6.54890722935568
2019,5.064797005,6.550096339836771
2020,5.033606904,6.55032234544133
2021,4.99458639,6.550357224608887
