year,actual_value,predicted_value
2011,734.5738303,762.0019527239808
2012,725.6367565,780.5710537112224
2013,716.1657801,802.2116939089415
2014,707.5287469,819.9281753219542
2015,702.0384642,830.7667803019015
2016,700.4656946,835.8837309503459
2017,695.8358842,837.7837765479356
2018,692.4068469,838.34545222928
2019,688.2319911,838.4786990603127
2020,686.2420237,838.5042056757657
2021,688.4579284,838.5081605293344
