year,actual_value,predicted_value
2011,248.4141421,254.0755502938518
2012,246.9664029,265.14836192624705
2013,242.4831096,279.6533145740645
2014,238.9779568,292.062238882652
2015,237.0651553,299.81167946635827
2016,234.1419028,303.50967306416567
2017,230.0353192,304.89088165392207
2018,228.366222,305.3004857457135
2019,226.5835158,305.39781654995886
2020,223.5176835,305.41646167448994
2021,223.1338647,305.41935320908283
