year,actual_value,predicted_value
2011,2011.763669,1979.7065504134566
2012,2022.85028,1969.5341798923662
2013,2049.226394,1964.0728069040317
2014,2078.551379,1961.108512374133
2015,2092.326447,1959.446995721795
2016,2100.50408,1958.5967730656275
2017,2088.371556,1958.2377764084397
2018,2080.367825,1958.1173538794906
2019,2079.303643,1958.0854693746344
2020,2059.530752,1958.0787818044776
2021,2049.010595,1958.0776643234528
