year,actual_value,predicted_value
2011,1678.802762,1669.1820400579209
2012,1663.894168,1654.4205241078457
2013,1659.36247,1646.559114393098
2014,1662.009819,1644.8261827977456
2015,1670.444177,1645.6548484992827
2016,1684.749716,1646.6617490193007
2017,1668.131678,1647.19979716659
2018,1654.25045,1647.3947677088377
2019,1651.414925,1647.4474752366227
2020,1630.343502,1647.4585173888368
2021,1612.125145,1647.460344945076
