year,actual_value,predicted_value
2011,51.60339874,53.991255187801606
2012,50.41326412,57.072373392683296
2013,49.97933087,60.71598935220834
2014,50.00368824,63.618472724135266
2015,49.63443075,65.34203289968123
2016,49.59825016,66.13608639906644
2017,49.53471589,66.42558704976122
2018,49.21283892,66.51005067346287
2019,48.67543623,66.52990542224524
2020,48.09012809,66.53368238651697
2021,47.91368998,66.53426555729745
