year,actual,predicted
2011,16.22195651,16.478450182304574
2012,15.85708644,16.4101811593247
2013,15.77334045,16.365737350176307
2014,15.72680759,16.336803990866315
2015,15.60480908,16.317968087801255
2016,15.66375516,16.30570572861665
2017,15.71645957,16.29772281151133
2018,15.71897753,16.2925258535238
2019,15.74151665,16.289142582475403
2020,15.66559239,16.28694003956196
2021,15.71478204,16.285506162341903
