year,actual,predicted
2011,27.98411917,28.250867644596497
2012,27.49807543,27.724941073813255
2013,27.40452064,27.291212753467025
2014,27.39942799,26.933519747787162
2015,27.26163848,26.638532585754113
2016,27.3238781,26.395258536827942
2017,27.41791824,26.194631965579728
2018,27.26371781,26.029176499744032
2019,27.12231786,25.89272642234607
2020,26.7790604,25.780196905549086
2021,26.77150772,25.68739452395988
