year,actual,predicted
2011,153.7784987,152.79096671678192
2012,151.2233106,148.79837542911855
2013,149.0454152,144.94585426190417
2014,148.3971998,141.22848920385414
2015,147.9912907,137.64153863952973
2016,146.7000493,134.18042730125933
2017,144.8105336,130.84074043324134
2018,143.6343817,127.61821816038506
2019,142.0769575,124.50875005470668
2020,140.3058963,121.50836989234983
2021,139.5572438,118.61325059454296
