year,actual,predicted
2011,6.591746238,6.541054114770376
2012,6.516983217,6.394165115496332
2013,6.484983632,6.252473559715936
2014,6.442620591,6.115795543808066
2015,6.368432451,5.983953671301103
2016,6.26486506,5.856776822627364
2017,6.128628243,5.734099933024413
2018,5.969403512,5.6157637782949985
2019,5.840714205,5.501614768147558
2020,5.408548447,5.39150474684904
2021,5.187181048,5.285290800931332
