year,actual,predicted
2011,2156.295044,2160.341615136392
2012,2147.356651,2178.011393231408
2013,2142.145121,2194.4275441248874
2014,2152.783873,2209.679009576709
2015,2174.569158,2223.848421148121
2016,2222.889062,2237.0125478947793
2017,2291.606072,2249.24271229707
2018,2335.236029,2260.605176681198
2019,2337.05338,2271.161502224655
2020,2299.411877,2280.9688824911323
2021,2262.87213,2290.0804533019527
