year,actual,predicted
2011,5.446788225,5.423228923832168
2012,5.340261332,5.373655540902048
2013,5.296928788,5.333061974729739
2014,5.294261666,5.299821604248902
2015,5.227235048,5.272602457623222
2016,5.17118954,5.250313838925143
2017,5.161476465,5.232062622959405
2018,5.104970232,5.217117466925275
2019,5.064797005,5.204879504846268
2020,5.033606904,5.194858350466534
2021,4.99458639,5.186652447028189
