year,value_original,value_predicted
2011,6.988776645,6.874996
2012,6.87392004,6.8053284
2013,6.832920908,6.7371316
2014,6.798352921,6.673083
2015,6.75268932,6.6143064
2016,6.774217607,6.56152
2017,6.770174461,6.5146184
2018,6.732890801,6.4722953
2019,6.706196747,6.4344344
2020,6.634788525,6.4009233
2021,6.625935759,6.371086
