year,value_original,value_predicted
2011,92.03220792,85.576256
2012,91.07988224,83.17242
2013,89.65162716,80.338036
2014,87.23707542,77.25653
2015,85.73700863,73.99741
2016,85.05741955,70.588905
2017,83.63072322,67.05633
2018,82.57594681,63.35395
2019,82.05272584,59.416794
2020,80.96658903,55.224
2021,80.46943952,50.78496
