year,value_original,value_predicted
2011,27.98411917,28.00378
2012,27.49807543,27.250164
2013,27.40452064,26.471088
2014,27.39942799,25.69611
2015,27.26163848,24.929634
2016,27.3238781,24.170584
2017,27.41791824,23.430159
2018,27.26371781,22.69831
2019,27.12231786,21.969364
2020,26.7790604,21.253342
2021,26.77150772,20.561092
