year,value_original,value_predicted
2011,5.446788225,5.3253474
2012,5.340261332,5.2160797
2013,5.296928788,5.1043363
2014,5.294261666,4.9859815
2015,5.227235048,4.859651
2016,5.17118954,4.7285986
2017,5.161476465,4.597238
2018,5.104970232,4.4617453
2019,5.064797005,4.317626
2020,5.033606904,4.166855
2021,4.99458639,4.0096183
