year,value_original,value_predicted
2011,16.22195651,15.331842
2012,15.85708644,14.815216
2013,15.77334045,14.18171
2014,15.72680759,13.438336
2015,15.60480908,12.585308
2016,15.66375516,11.617446
2017,15.71645957,10.512614
2018,15.71897753,9.225793
2019,15.74151665,7.7020445
2020,15.66559239,5.893607
2021,15.71478204,3.7793005
