year,value_original,value_predicted
2011,153.7784987,159.51744
2012,151.2233106,156.47049
2013,149.0454152,153.4204
2014,148.3971998,150.34277
2015,147.9912907,147.29044
2016,146.7000493,144.149
2017,144.8105336,141.04977
2018,143.6343817,137.99934
2019,142.0769575,135.0055
2020,140.3058963,132.18948
2021,139.5572438,129.42561
