year,actual,predicted
2011,529.38207600,534.20581055
2012,522.36254950,534.20581055
2013,512.64693770,534.20581055
2014,504.77814640,534.20581055
2015,504.33459620,534.20581055
2016,504.50113750,534.20581055
2017,500.41975860,534.20581055
2018,499.43593420,534.20581055
2019,495.18480130,534.20581055
2020,489.46659480,534.20581055
2021,487.31118070,534.20581055
