year,actual,predicted
2011,5.44678822,5.48510742
2012,5.34026133,5.48510742
2013,5.29692879,5.48510742
2014,5.29426167,5.48510742
2015,5.22723505,5.48510742
2016,5.17118954,5.48510742
2017,5.16147646,5.48510742
2018,5.10497023,5.48510742
2019,5.06479700,5.48510742
2020,5.03360690,5.48510742
2021,4.99458639,5.48510742
