year,actual,predicted
2011,375.73918760,377.97625732
2012,372.02387760,377.97625732
2013,366.63021180,377.97625732
2014,360.01461680,377.97625732
2015,357.89849880,377.97625732
2016,355.41631370,377.97625732
2017,350.76152730,377.97625732
2018,348.40807200,377.97625732
2019,344.75159560,377.97625732
2020,337.28943040,377.97625732
2021,333.10633540,377.97625732
