year,actual,predicted
2011,9.84303040,10.00411129
2012,9.73245380,10.00411129
2013,9.71748328,10.00411129
2014,9.61931121,10.00411129
2015,9.52396585,10.00411129
2016,9.57952397,10.00411129
2017,9.60770778,10.00411129
2018,9.53039101,10.00411129
2019,9.49808411,10.00411129
2020,9.37364602,10.00411129
2021,9.34597772,10.00411129
