year,actual,predicted
2011,6.98877664,7.08479452
2012,6.87392004,7.08479452
2013,6.83292091,7.08479452
2014,6.79835292,7.08479452
2015,6.75268932,7.08479452
2016,6.77421761,7.08479452
2017,6.77017446,7.08479452
2018,6.73289080,7.08479452
2019,6.70619675,7.08479452
2020,6.63478853,7.08479452
2021,6.62593576,7.08479452
