year,actual,predicted
2011,248.41414210,250.75488281
2012,246.96640290,250.75488281
2013,242.48310960,250.75488281
2014,238.97795680,250.75488281
2015,237.06515530,250.75488281
2016,234.14190280,250.75488281
2017,230.03531920,250.75488281
2018,228.36622200,250.75488281
2019,226.58351580,250.75488281
2020,223.51768350,250.75488281
2021,223.13386470,250.75488281
