year,actual,predicted
2011,1678.80276200,1684.06262207
2012,1663.89416800,1684.06262207
2013,1659.36247000,1684.06262207
2014,1662.00981900,1684.06262207
2015,1670.44417700,1684.06262207
2016,1684.74971600,1684.06262207
2017,1668.13167800,1684.06262207
2018,1654.25045000,1684.06262207
2019,1651.41492500,1684.06262207
2020,1630.34350200,1684.06262207
2021,1612.12514500,1684.06262207
