year,actual,predicted
2011,990.05119930,1003.30346680
2012,975.82826970,1003.30346680
2013,963.82772920,1003.30346680
2014,953.34901570,1003.30346680
2015,943.40486050,1003.30346680
2016,938.80004250,1003.30346680
2017,930.59928180,1003.30346680
2018,926.48362360,1003.30346680
2019,922.89758460,1003.30346680
2020,916.78105820,1003.30346680
2021,915.08201340,1003.30346680
